Subclass	Superfamily	Family	Insertion	Counting	Reads	mean_subcov
LTR	Gypsy	Gypsy4_I	Gypsy4_I$3L_RaGOO$23066970$23068842	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded4c0>}	0.44604700854700857
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23070448$23071001	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23071933$23072370	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23075251$23075688	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734dea1c0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23077339$23077497	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23077494$23079647	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23079670$23080023	0	set()	0.0
DNA	TcMar-Tc1	MINOS	MINOS$3L_RaGOO$23080784$23080951	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d8c760>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23081185$23081495	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23081241$23081727	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23081749$23082003	0	set()	0.0
DNA	P	PROTOP	PROTOP$3L_RaGOO$23082187$23082401	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23082614$23083280	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23082874$23083108	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23084323$23084827	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23085751$23086186	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23088644$23089045	0	set()	0.0
DNA	P	PROTOP	PROTOP$3L_RaGOO$23089958$23090261	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23090253$23090655	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23090998$23091638	0	set()	0.0
LTR	Pao	NINJA_I	NINJA_I$3L_RaGOO$23091959$23098117	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23093100$23094988	0	set()	0.0
LTR	Pao	BATUMI_I	BATUMI_I$3L_RaGOO$23098452$23099568	0	set()	0.0
LTR	Gypsy	Gypsy2_LTR	Gypsy2_LTR$3L_RaGOO$23100185$23100481	0	set()	0.0
LTR	Gypsy	Gypsy6_I	Gypsy6_I$3L_RaGOO$23100482$23107390	0	set()	0.0
LTR	Gypsy	Gypsy2_LTR	Gypsy2_LTR$3L_RaGOO$23107393$23107743	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d82220>}	0.7514285714285714
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$23107745$23111027	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$3L_RaGOO$23111049$23111213	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$3L_RaGOO$23111314$23113040	0	set()	0.0
LTR	Gypsy	Gypsy6A_LTR	Gypsy6A_LTR$3L_RaGOO$23113141$23116028	0	set()	0.0
LINE	I-Jockey	DOC3_DM	DOC3_DM$3L_RaGOO$23116650$23117992	0	set()	0.0
DNA	P	PROTOP	PROTOP$3L_RaGOO$23118754$23118937	0	set()	0.0
LTR	Gypsy	Invader5_LTR	Invader5_LTR$3L_RaGOO$23118938$23119130	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23119542$23119761	0	set()	0.0
LTR	Gypsy	Gypsy2-I_DM	Gypsy2-I_DM$3L_RaGOO$23119953$23120313	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23120365$23120612	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$23121485$23123016	0	set()	0.0
LTR	Gypsy	STALKER4_LTR	STALKER4_LTR$3L_RaGOO$23123119$23123402	0	set()	0.0
LINE	R1	DMRT1B	DMRT1B$3L_RaGOO$23123485$23125053	0	set()	0.0
LINE	R1	R1_DM	R1_DM$3L_RaGOO$23125054$23125326	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23127791$23128254	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23128382$23129700	0	set()	0.0
LTR	Gypsy	STALKER4_LTR	STALKER4_LTR$3L_RaGOO$23129705$23129979	0	set()	0.0
LTR	Gypsy	QUASIMODO_LTR	QUASIMODO_LTR$3L_RaGOO$23130019$23138246	0	set()	0.0
LTR	Pao	DIVER2_LTR	DIVER2_LTR$3L_RaGOO$23132660$23136151	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d82340>}	0.4537381839014609
DNA	P	PROTOP	PROTOP$3L_RaGOO$23136163$23136680	0	set()	0.0
LTR	Pao	DIVER_LTR	DIVER_LTR$3L_RaGOO$23137032$23137280	0	set()	0.0
LTR	Gypsy	Invader1_LTR	Invader1_LTR$3L_RaGOO$23138547$23138870	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$3L_RaGOO$23138871$23140815	0	set()	0.0
LTR	Gypsy	Invader1_I	Invader1_I$3L_RaGOO$23141319$23142062	0	set()	0.0
LTR	Gypsy	STALKER4_I	STALKER4_I$3L_RaGOO$23145112$23149018	0	set()	0.0
LINE	R1	DMRT1C	DMRT1C$3L_RaGOO$23149152$23155217	0	set()	0.0
LINE	I	I_DM	I_DM$3L_RaGOO$23151662$23152131	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23151818$23151980	0	set()	0.0
LTR	Gypsy	Invader4_LTR	Invader4_LTR$3L_RaGOO$23152351$23152631	0	set()	0.0
LINE	R1	DMRT1C	DMRT1C$3L_RaGOO$23152726$23154596	0	set()	0.0
LINE	I-Jockey	DOC5_DM	DOC5_DM$3L_RaGOO$23155322$23156966	0	set()	0.0
LINE	I-Jockey	BS3_DM	BS3_DM$3L_RaGOO$23157920$23158769	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23158878$23159363	0	set()	0.0
LTR	Gypsy	ZAM_LTR	ZAM_LTR$3L_RaGOO$23159753$23160146	0	set()	0.0
LTR	Gypsy	Gypsy2-LTR_DM	Gypsy2-LTR_DM$3L_RaGOO$23160843$23168193	0	set()	0.0
LTR	Gypsy	IDEFIX_I	IDEFIX_I$3L_RaGOO$23168345$23170287	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d82280>}	0.15447991761071062
LTR	Gypsy	IDEFIX_LTR	IDEFIX_LTR$3L_RaGOO$23170844$23171303	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23172224$23172530	0	set()	0.0
LTR	Pao	ROOA_LTR	ROOA_LTR$3L_RaGOO$23176790$23177172	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d823a0>}	0.43455497382198954
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23180227$23180574	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23181418$23182252	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$3L_RaGOO$23182370$23183830	0	set()	0.0
LINE	R1	DMRT1A	DMRT1A$3L_RaGOO$23183836$23188063	0	set()	0.0
LINE	R1	DMRT1A	DMRT1A$3L_RaGOO$23188073$23188806	0	set()	0.0
DNA	TcMar-Tc1	Mariner2_DM	Mariner2_DM$3L_RaGOO$23188844$23189207	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$23189208$23189953	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23189992$23190658	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$23191982$23192248	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23192311$23192986	0	set()	0.0
LINE	I-Jockey	DOC	DOC$3L_RaGOO$23193371$23193544	0	set()	0.0
LINE	I-Jockey	G3_DM	G3_DM$3L_RaGOO$23194180$23195883	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23196633$23196828	0	set()	0.0
LTR	Gypsy	STALKER4_I	STALKER4_I$3L_RaGOO$23196825$23206571	0	set()	0.0
LTR	Gypsy	Gypsy1-I_DM	Gypsy1-I_DM$3L_RaGOO$23197800$23202268	0	set()	0.0
LINE	R1	DMRT1B	DMRT1B$3L_RaGOO$23203185$23206446	0	set()	0.0
LTR	Pao	DIVER2_I	DIVER2_I$3L_RaGOO$23206640$23207240	0	set()	0.0
LINE	I-Jockey	DOC3_DM	DOC3_DM$3L_RaGOO$23207828$23208113	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23208100$23210590	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23210689$23211321	0	set()	0.0
LTR	Gypsy	Invader3_I	Invader3_I$3L_RaGOO$23212051$23212781	0	set()	0.0
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$3L_RaGOO$23212375$23212602	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23212775$23213159	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23213209$23213516	0	set()	0.0
LTR	Pao	BEL_I	BEL_I$3L_RaGOO$23213642$23213908	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23214055$23215153	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23215678$23216188	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23217303$23217741	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23218104$23218572	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23218583$23218786	0	set()	0.0
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$3L_RaGOO$23218810$23219934	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23219935$23220225	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23220634$23221723	0	set()	0.0
LTR	Gypsy	STALKER4_LTR	STALKER4_LTR$3L_RaGOO$23221754$23228896	0	set()	0.0
LTR	Gypsy	HMSBEAGLE_I	HMSBEAGLE_I$3L_RaGOO$23228939$23236174	0	set()	0.0
LINE	R1-LOA	Baggins1	Baggins1$3L_RaGOO$23229559$23232421	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$3L_RaGOO$23236172$23236767	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d824c0>}	0.5428571428571428
LTR	Gypsy	GTWIN_I	GTWIN_I$3L_RaGOO$23237095$23238341	0	set()	0.0
LTR	Pao	BATUMI_I	BATUMI_I$3L_RaGOO$23239916$23247187	0	set()	0.0
LTR	Pao	BATUMI_I	BATUMI_I$3L_RaGOO$23240205$23246609	0	set()	0.0
LTR	Gypsy	Gypsy10_I	Gypsy10_I$3L_RaGOO$23247208$23252717	0	set()	0.0
LTR	Gypsy	Gypsy10_I	Gypsy10_I$3L_RaGOO$23248179$23249764	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23250511$23251620	0	set()	0.0
LTR	Gypsy	Gypsy10_LTR	Gypsy10_LTR$3L_RaGOO$23252719$23253024	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23253881$23255584	0	set()	0.0
LTR	Pao	MAX_I	MAX_I$3L_RaGOO$23256774$23259464	0	set()	0.0
LTR	Gypsy	ACCORD2_LTR	ACCORD2_LTR$3L_RaGOO$23258969$23259190	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23261608$23262962	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d82460>}	0.7895125553914328
LTR	Pao	DIVER2_I	DIVER2_I$3L_RaGOO$23263690$23264841	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d82520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d82400>}	0.8766290182450043
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23265867$23266082	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23267420$23267916	0	set()	0.0
LTR	Gypsy	Stalker2_I	Stalker2_I$3L_RaGOO$23268121$23271845	0	set()	0.0
LTR	Gypsy	DM412	DM412$3L_RaGOO$23268328$23269412	0	set()	0.0
LTR	Gypsy	Gypsy1-LTR_DM	Gypsy1-LTR_DM$3L_RaGOO$23270371$23270777	0	set()	0.0
LTR	Gypsy	Stalker2_I	Stalker2_I$3L_RaGOO$23272673$23280429	0	set()	0.0
LTR	Gypsy	MICROPIA_LTR	MICROPIA_LTR$3L_RaGOO$23272855$23278543	0	set()	0.0
LTR	Gypsy	Gypsy1-LTR_DM	Gypsy1-LTR_DM$3L_RaGOO$23278959$23279364	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23280740$23281169	0	set()	0.0
LTR	Copia	Copia_I	Copia_I$3L_RaGOO$23281151$23282118	0	set()	0.0
LTR	Gypsy	Invader1_LTR	Invader1_LTR$3L_RaGOO$23282765$23286281	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$3L_RaGOO$23286435$23287957	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$23288772$23297051	0	set()	0.0
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$3L_RaGOO$23289958$23291498	0	set()	0.0
LTR	Gypsy	Gypsy5_I	Gypsy5_I$3L_RaGOO$23291507$23292502	0	set()	0.0
LTR	Gypsy	MDG3_LTR	MDG3_LTR$3L_RaGOO$23292656$23292935	0	set()	0.0
LINE	I-Jockey	BS3_DM	BS3_DM$3L_RaGOO$23294343$23295609	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23297042$23297376	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23298717$23298869	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734d828e0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23300405$23300843	0	set()	0.0
LTR	Gypsy	STALKER4_I	STALKER4_I$3L_RaGOO$23306083$23310752	0	set()	0.0
LTR	Gypsy	IDEFIX_LTR	IDEFIX_LTR$3L_RaGOO$23311081$23311672	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23312216$23312594	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$3L_RaGOO$23313261$23315488	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8700>}	0.15581499775482713
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23314259$23315346	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$23316014$23320862	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23316419$23316605	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23316676$23316859	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$3L_RaGOO$23316874$23319183	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23319180$23319621	0	set()	0.0
LTR	Gypsy	Stalker2_I	Stalker2_I$3L_RaGOO$23319630$23321019	0	set()	0.0
LTR	Gypsy	DM412	DM412$3L_RaGOO$23319951$23320738	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23321825$23322204	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$3L_RaGOO$23323876$23324134	0	set()	0.0
LTR	Gypsy	Gypsy10_LTR	Gypsy10_LTR$3L_RaGOO$23326431$23326651	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$3L_RaGOO$23327023$23327418	0	set()	0.0
LTR	Gypsy	Gypsy_I	Gypsy_I$3L_RaGOO$23327758$23333083	0	set()	0.0
LTR	Gypsy	Invader4_LTR	Invader4_LTR$3L_RaGOO$23329158$23332032	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$3L_RaGOO$23332214$23332627	0	set()	0.0
LINE	I-Jockey	G_DM	G_DM$3L_RaGOO$23333072$23334755	0	set()	0.0
LTR	Gypsy	Bica_LTR	Bica_LTR$3L_RaGOO$23335704$23340269	0	set()	0.0
LTR	Gypsy	Bica_I	Bica_I$3L_RaGOO$23340354$23340690	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$3L_RaGOO$23340853$23341586	0	set()	0.0
LINE	I-Jockey	G5A_DM	G5A_DM$3L_RaGOO$23341585$23343064	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8b80>}	0.6146044624746451
LINE	R1-LOA	Baggins1	Baggins1$3L_RaGOO$23343805$23344557	0	set()	0.0
LTR	Gypsy	QUASIMODO2-LTR_DM	QUASIMODO2-LTR_DM$3L_RaGOO$23344819$23345317	0	set()	0.0
LINE	R1	R1_DM	R1_DM$3L_RaGOO$23345861$23346298	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23346311$23346560	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23347427$23350097	0	set()	0.0
LTR	Pao	MAX_I	MAX_I$3L_RaGOO$23348019$23349645	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23349224$23349568	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23350483$23350684	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23351033$23351307	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$3L_RaGOO$23351697$23352917	0	set()	0.0
LINE	I-Jockey	DOC	DOC$3L_RaGOO$23353010$23357715	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23357734$23358186	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23361184$23361521	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$23361512$23361996	0	set()	0.0
LINE	I-Jockey	BS3_DM	BS3_DM$3L_RaGOO$23362962$23364220	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23365944$23366291	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23367424$23367792	0	set()	0.0
LTR	Pao	ROOA_I	ROOA_I$3L_RaGOO$23369969$23376830	0	set()	0.0
LINE	I-Jockey	DOC3_DM	DOC3_DM$3L_RaGOO$23370005$23371717	0	set()	0.0
LTR	Pao	DIVER2_I	DIVER2_I$3L_RaGOO$23372054$23372739	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23372740$23374636	0	set()	0.0
LTR	Gypsy	Gypsy8_LTR	Gypsy8_LTR$3L_RaGOO$23377575$23378111	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23379366$23380464	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23380822$23381075	0	set()	0.0
DNA	TcMar-Tc1	Mariner2_DM	Mariner2_DM$3L_RaGOO$23382108$23382569	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23382767$23383850	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$3L_RaGOO$23384836$23385175	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23386030$23386404	0	set()	0.0
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$3L_RaGOO$23387043$23387625	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8520>}	1.0
LTR	Pao	ROO_LTR	ROO_LTR$3L_RaGOO$23387868$23388291	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$3L_RaGOO$23388803$23389440	0	set()	0.0
LTR	Gypsy	Gypsy2_I	Gypsy2_I$3L_RaGOO$23389720$23394203	0	set()	0.0
LINE	I-Jockey	DOC5_DM	DOC5_DM$3L_RaGOO$23394247$23394693	0	set()	0.0
LTR	Pao	NINJA_LTR	NINJA_LTR$3L_RaGOO$23395142$23395401	0	set()	0.0
LINE	I-Jockey	DOC5_DM	DOC5_DM$3L_RaGOO$23395540$23403371	0	set()	0.0
LTR	Gypsy	Gypsy11_LTR	Gypsy11_LTR$3L_RaGOO$23396236$23396823	0	set()	0.0
LINE	I-Jockey	BS2	BS2$3L_RaGOO$23396803$23400683	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$3L_RaGOO$23399496$23400366	0	set()	0.0
LTR	Gypsy	ROVER-LTR_DM	ROVER-LTR_DM$3L_RaGOO$23401363$23401587	0	set()	0.0
LINE	I-Jockey	DOC5_DM	DOC5_DM$3L_RaGOO$23401677$23402025	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$3L_RaGOO$23404113$23404618	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$3L_RaGOO$23405018$23405297	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8760>}	1.0
LTR	Gypsy	STALKER4_LTR	STALKER4_LTR$3L_RaGOO$23405298$23415957	0	set()	0.0
LTR	Pao	BATUMI_LTR	BATUMI_LTR$3L_RaGOO$23406069$23411035	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df88e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8940>}	0.19069673781715668
LTR	Pao	BATUMI_I	BATUMI_I$3L_RaGOO$23407007$23407330	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8880>}	1.0
LTR	Pao	BATUMI_LTR	BATUMI_LTR$3L_RaGOO$23411040$23411325	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df89a0>}	1.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$3L_RaGOO$23416110$23416744	0	set()	0.0
LINE	I-Jockey	BS3_DM	BS3_DM$3L_RaGOO$23417892$23418251	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df8fa0>}	1.0
LTR	Gypsy	STALKER4_I	STALKER4_I$3L_RaGOO$23418357$23418562	0	set()	0.0
LTR	Gypsy	Stalker2_I	Stalker2_I$3L_RaGOO$23418557$23425113	0	set()	0.0
LTR	Gypsy	BLASTOPIA_LTR	BLASTOPIA_LTR$3L_RaGOO$23419160$23424177	21	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734df83a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded6a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded100>}	0.1148665964292833
LTR	Gypsy	DM412	DM412$3L_RaGOO$23424639$23424791	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23425122$23425562	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$3L_RaGOO$23425559$23429975	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$3L_RaGOO$23427421$23428885	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23429993$23430167	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23430237$23430424	0	set()	0.0
DNA	CMC-Transib	TRANSIB3	TRANSIB3$3L_RaGOO$23431084$23432208	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$3L_RaGOO$23435681$23436000	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734deddc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734dede20>}	0.7460815047021944
DNA	CMC-Transib	TRANSIB3	TRANSIB3$3L_RaGOO$23436086$23437206	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23438801$23439080	0	set()	0.0
LTR	Gypsy	IDEFIX_LTR	IDEFIX_LTR$3L_RaGOO$23439286$23439822	0	set()	0.0
LTR	Gypsy	MICROPIA_LTR	MICROPIA_LTR$3L_RaGOO$23439834$23440340	0	set()	0.0
LTR	Gypsy	QUASIMODO_LTR	QUASIMODO_LTR$3L_RaGOO$23440341$23440514	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734dede80>}	0.5260115606936416
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23440995$23441987	0	set()	0.0
LTR	Gypsy	MICROPIA_LTR	MICROPIA_LTR$3L_RaGOO$23442071$23442577	0	set()	0.0
LTR	Gypsy	QUASIMODO_LTR	QUASIMODO_LTR$3L_RaGOO$23442578$23442751	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$23443231$23444334	0	set()	0.0
LTR	Gypsy	QUASIMODO_I	QUASIMODO_I$3L_RaGOO$23444341$23444900	0	set()	0.0
LINE	I-Jockey	Jockey2	Jockey2$3L_RaGOO$23444902$23445519	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734ded9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734dedf40>}	0.9724473257698542
DNA	P	PROTOP	PROTOP$3L_RaGOO$23445513$23446032	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$3L_RaGOO$23446051$23448747	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23449200$23449688	0	set()	0.0
LTR	Pao	DIVER2_I	DIVER2_I$3L_RaGOO$23449944$23450735	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$3L_RaGOO$23450871$23451284	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$23450995$23451181	0	set()	0.0
