Subclass	Superfamily	Family	Insertion	Count	Reads	mean_subcov
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31049116$31049519	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9807c0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31060421$31060680	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f6a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f700>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31063605$31063996	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$3R_RaGOO$31083506$31088004	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9800a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9edfa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980040>}	0.6128835037794576
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31091589$31091773	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980160>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31095104$31095522	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31096979$31097207	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31098160$31098404	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31117403$31117656	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9edee0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31120881$31121085	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9edf40>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31126439$31126928	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ede80>}	1.0
LTR	Pao	ROO_LTR	ROO_LTR$3R_RaGOO$31127871$31135754	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31141330$31141583	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980580>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31156805$31157024	13	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ede20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9806a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9805e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9809a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9808e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9801c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9edd60>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31161324$31161730	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980c40>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31166401$31166784	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31166762$31167240	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31167666$31167883	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3R_RaGOO$31168311$31168528	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$4618$5056	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$11420$11857	0	set()	0.0
LTR	Gypsy	QUASIMODO2-LTR_DM	QUASIMODO2-LTR_DM$4_RaGOO$13230$19659	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9edd00>}	0.5748172344065952
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$24706$25801	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980a60>}	0.365296803652968
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$25802$26222	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$31271$31708	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$33386$34859	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980b20>}	1.0
DNA	P	PROTOP	PROTOP$4_RaGOO$41086$41541	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980be0>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$41543$41828	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$41907$42174	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$46153$46590	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$46590$47023	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$52122$52286	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980d60>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$52287$52509	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$52512$53554	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$53556$53914	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980fa0>}	0.4245810055865922
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$54358$54944	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$60629$60835	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$62734$62957	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f0a0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$74296$75459	14	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f980dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f4c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f280>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$75023$75224	0	set()	0.0
LTR	Gypsy	HMSBEAGLE_I	HMSBEAGLE_I$4_RaGOO$77763$77950	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$78648$78914	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$83075$83470	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$94235$95296	11	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fe80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fdc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fb80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fe20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fd60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fb20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fbe0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fc40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fd00>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$94382$94618	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$94616$94915	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$95335$95692	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$4_RaGOO$95715$96228	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$97464$97914	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$105971$106496	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$4_RaGOO$109144$109954	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$113226$113390	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f7c0>}	1.0
DNA	P	PROTOP	PROTOP$4_RaGOO$113722$114081	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$4_RaGOO$118279$119514	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$4_RaGOO$119749$120916	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$120988$121607	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$122230$123072	0	set()	0.0
DNA	TcMar-Tc1	S2_DM	S2_DM$4_RaGOO$122382$122683	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$124827$125576	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$133211$133443	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f820>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$133435$134172	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$133634$133927	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$137437$137638	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$137640$137924	0	set()	0.0
LINE	I	I_DM	I_DM$4_RaGOO$137984$142165	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$4_RaGOO$140129$140700	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$143386$143869	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$143876$144200	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$159489$159886	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$174465$175170	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$175159$176280	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f5e0>}	0.4249182277728219
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$176579$176842	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$176843$177967	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$176932$177316	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$179192$179717	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f880>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$181451$181844	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$185115$185395	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$185726$185976	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$186866$187247	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97ff40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fa00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97fa60>}	0.7349081364829397
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$190110$190647	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$196058$196261	12	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eed60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eeb20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eec40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eed00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9ee520>}	0.5164203612479473
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$196262$197104	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$200712$204174	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eee80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eeee0>}	0.7882726747544772
LINE	I-Jockey	G4_DM	G4_DM$4_RaGOO$200824$200983	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$201786$203530	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$201835$202938	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eef40>}	0.36083408884859475
LINE	I-Jockey	FW3_DM	FW3_DM$4_RaGOO$207608$207933	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$208132$208682	0	set()	0.0
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$4_RaGOO$210540$210804	8	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f00a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9eedc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f97f9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f01c0>}	1.0
LINE	I-Jockey	FW2_DM	FW2_DM$4_RaGOO$213374$213822	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f05e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0580>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$213822$213997	0	set()	0.0
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$4_RaGOO$215646$216731	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$4_RaGOO$220378$221042	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f03a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0400>}	0.8172690763052208
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$222491$222869	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f04c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f02e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0640>}	0.6657848324514991
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$224693$224845	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$227247$227439	13	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f08e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f09a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f07c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f06a0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$227450$227877	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$228516$228858	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f10a0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$229283$229973	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$241500$242916	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0c40>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$242200$242420	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$244412$244743	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$247824$248333	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$253645$253864	17	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f12e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f11c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1100>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$259790$260126	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$260535$261129	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$261134$261299	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$263904$264171	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$271027$271329	0	set()	0.0
LTR	Pao	ROOA_LTR	ROOA_LTR$4_RaGOO$276778$283524	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f0ca0>}	1.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$284126$284786	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$285799$286298	0	set()	0.0
LTR	Gypsy	Chouto_I	Chouto_I$4_RaGOO$287278$287835	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$288646$289609	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$4_RaGOO$289601$290027	0	set()	0.0
DNA	CMC-Transib	TRANSIB3	TRANSIB3$4_RaGOO$290028$291105	0	set()	0.0
LTR	Gypsy	GTWIN_I	GTWIN_I$4_RaGOO$291408$291580	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$294533$295629	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1580>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$295781$296072	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$296102$296466	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$298489$299590	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1460>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$309347$309648	12	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f19a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f16a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f14c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f17c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f18e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f15e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1700>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$310089$310788	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$4_RaGOO$310844$311066	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$4_RaGOO$311799$315755	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1e20>}	0.1787158746208291
LTR	Gypsy	ACCORD2_I	ACCORD2_I$4_RaGOO$315790$316010	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$320624$321102	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1b20>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$321572$321754	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$328580$328875	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$331636$332383	0	set()	0.0
LTR	Pao	ROOA_LTR	ROOA_LTR$4_RaGOO$332683$335555	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1be0>}	0.9717966573816156
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$4_RaGOO$335629$337229	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$346174$346677	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$346998$347311	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$350949$351580	15	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f2100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f2040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f21c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f2160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f1ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f9f20a0>}	0.956365557316429
