Subclass	Superfamily	Family	Insertion	Count	Reads	mean_subcov
LTR	Copia	Copia_LTR	Copia_LTR$3L_RaGOO$10052506$10057644	24	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f602f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6043a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6047c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6040a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6045e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f602ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6042e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6046a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6041c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f602fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6044c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604280>}	0.8367555469054108
LTR	Gypsy	NOMAD_LTR	NOMAD_LTR$3L_RaGOO$10268410$10275872	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6048e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6049a0>}	0.7107567229518449
LTR	Gypsy	BURDOCK_LTR	BURDOCK_LTR$3L_RaGOO$10638503$10641077	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604a00>}	0.4090909090909091
LTR	Unknown	XDMR	XDMR$3L_RaGOO$10705145$10705387	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$10749286$10751025	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$3L_RaGOO$10982450$10984182	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604ac0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$10999612$10999879	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604c40>}	1.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$11011384$11011724	8	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674040>}	0.9367647058823529
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$11054181$11056742	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$3L_RaGOO$11128371$11128600	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f604dc0>}	1.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$3L_RaGOO$11129215$11133164	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674100>}	0.3286908077994429
LTR	Gypsy	ACCORD2_I	ACCORD2_I$3L_RaGOO$11133201$11133425	0	set()	0.0
LINE	R1	DMRT1A	DMRT1A$3L_RaGOO$11170740$11171623	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6740a0>}	1.0
LTR	Unknown	DMRPR	DMRPR$3L_RaGOO$11389027$11389309	0	set()	0.0
LTR	Unknown	DMRPR	DMRPR$3L_RaGOO$11390742$11391021	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$11392136$11392475	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$11422574$11433020	60	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6745e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6748e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6746a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6054c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6741c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6055e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6743a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6056a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6744c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6749a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6053a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6052e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6051c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6050a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6742e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6057c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6747c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f674e80>}	1.0
LTR	Unknown	DMRPR	DMRPR$3L_RaGOO$11445212$11445365	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605880>}	1.0
LTR	Unknown	DMRPR	DMRPR$3L_RaGOO$11450073$11450342	0	set()	0.0
LTR	Unknown	DMRPR	DMRPR$3L_RaGOO$11451215$11451484	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$11454434$11454744	0	set()	0.0
LTR	Unknown	DMRPR	DMRPR$3L_RaGOO$11454839$11455110	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$11695931$11696113	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605820>}	1.0
LINE	I-Jockey	G5A_DM	G5A_DM$3L_RaGOO$11707441$11707635	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6058e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605940>}	1.0
DNA	hAT-hobo	HOBO	HOBO$3L_RaGOO$11707765$11709270	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$11719310$11719478	0	set()	0.0
LINE	I-Jockey	DOC	DOC$3L_RaGOO$11738950$11741243	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$11765344$11765638	0	set()	0.0
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$3L_RaGOO$12064165$12064617	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605a60>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$12113122$12113276	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605b20>}	1.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$3L_RaGOO$12126094$12126800	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$3L_RaGOO$12126808$12127781	0	set()	0.0
DNA	CMC-Transib	M4DM	M4DM$3L_RaGOO$12179358$12180792	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$12572735$12572916	0	set()	0.0
DNA	TcMar-Pogo	POGO	POGO$3L_RaGOO$12602315$12603577	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$3L_RaGOO$12755431$12756934	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605b80>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$12876757$12876914	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605c40>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$13299609$13299878	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605be0>}	1.0
DNA	CMC-Transib	M4DM	M4DM$3L_RaGOO$13397551$13398979	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$3L_RaGOO$13411707$13413190	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$13426843$13427067	0	set()	0.0
DNA	CMC-Transib	M4DM	M4DM$3L_RaGOO$13514851$13516280	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$13676578$13676805	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$13741162$13741360	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605e80>}	1.0
DNA	hAT-hobo	HOBO	HOBO$3L_RaGOO$13744355$13745864	0	set()	0.0
LINE	I-Jockey	BS	BS$3L_RaGOO$13871183$13871423	7	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6070a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f605fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607100>}	1.0
DNA	P	PLACW_DM	PLACW_DM$3L_RaGOO$13917593$13918520	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6071c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6073a0>}	0.4084861560589716
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14009257$14009428	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14244344$14244503	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607280>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14336559$14336863	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14457368$14457529	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6075e0>}	1.0
DNA	CMC-Transib	TRANSIB2	TRANSIB2$3L_RaGOO$14766108$14766313	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14766713$14766975	0	set()	0.0
DNA	CMC-Transib	TRANSIB2	TRANSIB2$3L_RaGOO$14769394$14771004	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$3L_RaGOO$14849745$14849930	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6076a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607760>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14927998$14928150	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607820>}	1.0
LTR	Gypsy	DMLTR5	DMLTR5$3L_RaGOO$14930539$14930799	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6078e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607940>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$14986129$14986330	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6077c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6079a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607880>}	1.0
LTR	Gypsy	DM176_LTR	DM176_LTR$3L_RaGOO$15231455$15238953	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607a60>}	0.13710322752734064
DNA	TcMar-Pogo	POGON1	POGON1$3L_RaGOO$15256662$15256846	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$15367564$15368127	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$3L_RaGOO$15369099$15370829	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607b20>}	1.0
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$15544081$15545732	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607c40>}	1.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$15920149$15920462	24	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6083a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6084c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6081c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6082e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f6080a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f607e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f608040>}	0.9681842385516507
